"sobrenome","altura","peso","novo_imc"
"Judy",210,76,"Peso normal"
"Judy",150,70,"Acima do peso"
"Juelich",170,71,""
"Julio",190,73,""
"Jumonville",175,72,""
"Junge",220,77,"Peso normal"
"Jungels",180,73,""
"Jung",214,74,"Peso normal"
"Jungmann",210,78,"Peso normal"
"Junis",220,75,"Peso normal"
"Junk",177,73,""
"Jurado",240,74,"Peso normal"
"Jurak",185,74,""
"Jurewicz",205,75,"Peso normal"
"Jurges",175,71,""
"Jurisich",193,74,""
"Jurrjens",200,73,"Peso normal"
"Justice",195,75,""
"Justis",195,71,""
"Just",185,71,""
"Jutze",190,71,""
"Juul",150,71,"Acima do peso"
"Juul",150,69,"Acima do peso"
"Ka'aihue",240,76,"Peso normal"
"Kaat",205,76,"Peso normal"
"Kaczmarski",192,72,""
"Kading",190,75,""
"Kafora",180,72,""
"Kahdot",145,65,"Acima do peso"
"Kahle",170,72,""
"Kahler",183,72,""
"Kahl",185,69,""
"Kahnle",230,73,"Peso normal"
"Kahn",160,71,"Acima do peso"
"Kahoe",185,72,""
"Kainer",205,75,"Peso normal"
"Kaiser",165,69,"Acima do peso"
"Kaiser",175,70,""
"Kaiser",195,77,""
"Kaiserling",175,72,""
"Kaiser",195,75,""
"Kalahan",165,72,"Acima do peso"
"Kalbfus",145,71,"Acima do peso"
"Kalfass",190,75,""
"Kaline",175,73,""
"Kalin",200,72,"Peso normal"
"Kalish",215,72,"Peso normal"
"Kallio",160,70,"Acima do peso"
"Kamieniecki",195,72,""
"Kaminsky",195,72,""
"Kammeyer",210,76,"Peso normal"
"Kamm",170,70,""
"Kamp",170,72,""
"Kampouris",155,68,"Acima do peso"
"Kane",175,71,""
"Kane",165,72,"Acima do peso"
"Kanehl",180,73,""
"Kane",175,72,""
"Kane",225,74,"Peso normal"
"Kane",138,66,"Acima do peso"
"Kane",162,70,"Acima do peso"
"Kane",160,70,"Acima do peso"
"Kang",210,72,"Peso normal"
"Kantlehner",190,72,""
"Kapler",190,74,""
"Kappel",160,68,"Acima do peso"
"Kappel",165,70,"Acima do peso"
"Kaprielian",225,75,"Peso normal"
"Karchner",245,76,"Peso normal"
"Kardow",210,78,"Peso normal"
"Karger",185,71,""
"Karinchak",215,75,"Peso normal"
"Karkovice",210,73,"Peso normal"
"Karl",175,73,""
"Karlon",190,73,""
"Karl",195,74,""
"Karns",NA,NA,NA
"Karns",225,75,"Peso normal"
"Karnuth",190,74,""
"Karow",170,70,""
"Karpel",180,69,""
"Karp",217,76,"Peso normal"
"Karr",175,72,""
"Karros",205,76,"Peso normal"
"Karsay",210,75,"Peso normal"
"Karstens",185,75,""
"Karst",175,71,""
"Kashiwada",165,71,"Acima do peso"
"Kasko",180,72,""
"Kata",185,73,""
"Katoh",200,73,"Peso normal"
"Katoll",195,71,""
"Katt",190,74,""
"Katz",190,71,""
"Kauff",157,68,"Acima do peso"
"Kauffman",190,75,""
"Kaufman",175,74,""
"Kaufmann",165,71,"Acima do peso"
"Cavanagh",NA,NA,NA
"Kavanagh",165,69,"Acima do peso"
"Kavanagh",180,69,""
"Kavanagh",187,72,""
"Kawakami",200,71,"Peso normal"
"Kawasaki",175,71,""
"Kay",225,72,"Peso normal"
"Kay",180,74,""
"Kaye",195,76,""
"Kazak",175,72,""
"Kazanski",175,73,""
"Kazmar",185,70,""
"Kazmir",185,72,""
"Keagle",185,73,""
"Kealey",185,72,""
"Keane",165,70,"Acima do peso"
"Kearns",240,75,"Peso normal"
"Kearney",190,72,""
"Kearns",180,71,""
"Kearns",160,67,"Acima do peso"
"Kearse",195,73,""
"Keas",NA,NA,NA
"Keating",190,76,""
"Keating",155,69,"Acima do peso"
"Keating",185,71,""
"Keatley",200,74,"Peso normal"
"Keck",170,71,""
"Keedy",205,76,"Peso normal"
"Keefe",155,71,"Acima do peso"
"Keefe",165,69,"Acima do peso"
"Keefe",168,69,""
"Keefe",NA,NA,NA
"Keefe",185,70,""
"Keegan",207,74,"Peso normal"
"Keegan",165,75,"Acima do peso"
"Keeley",170,69,""
"Keeler",140,64,"Acima do peso"
"Keely",175,72,""
"Keenan",186,70,""
"Keenan",155,67,"Acima do peso"
"Keenan",140,67,"Acima do peso"
"Keen",181,72,""
"Keener",185,70,""
"Keener",170,72,""
"Keener",200,76,""
"Keen",165,69,"Acima do peso"
"Keerl",145,67,"Acima do peso"
"Keesey",170,72,""
"Keeton",190,74,""
"Keffer",NA,NA,NA
"Kehn",168,71,"Acima do peso"
"Keifer",NA,NA,NA
"Keisler",200,75,""
"Keister",168,65,""
"Kekich",196,73,""
"Kela",220,73,"Peso normal"
"Kelb",NA,NA,NA
"Kelenic",206,73,"Peso normal"
"Keliher",175,72,""
"Kellett",200,75,""
"Keller",255,77,"Peso normal"
"Keller",185,70,""
"Kelley",174,71,""
"Kelleher",180,67,""
"Kelleher",195,73,""
"Kellert",185,74,""
"Kelley",170,69,""
"Kelleher",165,72,"Acima do peso"
"Keller",200,73,"Peso normal"
"Kelley",190,71,""
"Kelleher",150,71,"Acima do peso"
"Keller",225,74,"Peso normal"
"Keller",205,76,"Peso normal"
"Kelley",210,72,"Peso normal"
"Kelleher",176,69,""
"Keller",220,74,"Peso normal"
"Kellett",185,72,""
"Keller",200,74,"Peso normal"
"Kelley",237,74,"Peso normal"
"Kelley",190,72,""
"Kelley",210,74,"Peso normal"
"Kell",175,69,""
"Kelliher",175,69,""
"Kellner",200,72,"Peso normal"
"Kellner",200,72,"Peso normal"
"Kellogg",208,75,"Peso normal"
"Kellogg",153,70,"Acima do peso"
"Kellogg",175,69,""
"Kell",160,69,"Acima do peso"
"Kellum",190,70,""
"Kelly",150,67,"Acima do peso"
"Kelly",183,72,""
"Kelly",190,72,""
"Kelly",180,72,""
"Kelly",195,74,""
"Kelly",215,75,"Peso normal"
"Kelly",212,74,"Peso normal"
"Kelly",NA,NA,NA
"Kelly",215,76,"Peso normal"
"Kelly",173,71,""
"Kelly",190,76,""
"Kelly",160,69,"Acima do peso"
"Kelly",180,70,""
"Kelly",185,72,""
"Kelly",165,69,"Acima do peso"
"Kelly",175,70,""
"Kelly",180,72,""
"Kelly",174,73,""
"Kelly",180,75,""
"Kelly",170,70,""
"Kelly",185,72,""
"Kelly",202,74,"Peso normal"
"Kelly",178,73,""
"Kelly",195,76,""
"Kelly",185,76,""
"Kelly",185,73,""
"Kelly",210,75,"Peso normal"
"Kelly",180,72,""
"Kelly",165,71,"Acima do peso"
"Kelly",183,72,""
"Kelly",180,74,""
"Kelly",180,74,""
"Kelly",185,74,""
"Kelly",188,71,""
"Kelly",180,72,""
"Kelly",180,71,""
"Kelly",205,75,"Peso normal"
"Kelsey",150,70,"Acima do peso"
"Kelso",215,76,"Peso normal"
"Keltner",190,72,""
"Kelton",200,75,""
"Kelty",175,70,""
"Kemmer",195,74,""
"Kemmerer",198,74,""
"Kemmler",206,71,"Peso normal"
"Kemner",175,70,""
"Kemp",225,76,"Peso normal"
"Kemp",195,72,""
"Kemp",160,66,"Acima do peso"
"Kendall",185,73,""
"Kendall",181,72,""
"Kenders",185,72,""
"Kendrick",225,71,"Peso normal"
"Kendrick",220,75,"Peso normal"
"Kenna",180,72,""
"Kenna",150,67,"Acima do peso"
"Kennedy",195,71,""
"Kenney",175,72,""
"Kennedy",175,73,""
"Kennedy",195,74,""
"Kennedy",193,74,""
"Kennedy",160,71,"Acima do peso"
"Kennedy",200,72,"Peso normal"
"Kennedy",190,73,""
"Kennedy",185,69,""
"Kennedy",150,66,"Acima do peso"
"Kennedy",160,67,"Acima do peso"
"Kennedy",210,72,"Peso normal"
"Kenney",170,73,"Acima do peso"
"Kennedy",160,69,"Acima do peso"
"Kennedy",NA,NA,NA
"Kenney",NA,NA,NA
"Kennedy",175,70,""
"Kennedy",185,72,""
"Kennedy",227,76,"Peso normal"
"Kennedy",175,71,""
"Kennedy",195,74,""
"Kennedy",185,74,""
"Kennedy",165,69,"Acima do peso"
"Kennedy",165,70,"Acima do peso"
"Kennedy",178,68,""
"Kennedy",220,75,"Peso normal"
"Kennedy",175,72,""
"Kensing",190,73,""
"Kent",152,66,"Acima do peso"
"Kent",185,73,""
"Kent",168,72,"Acima do peso"
"Kent",170,71,""
"Kenworthy",165,67,""
"Kenworthy",170,69,""
"Keough",185,72,""
"Keough",180,72,""
"Keough",190,75,""
"Kepler",225,76,"Peso normal"
"Keppel",215,77,"Peso normal"
"Keppinger",185,72,""
"Kepshire",180,73,""
"Kerfeld",225,78,"Peso normal"
"Keriazakos",187,75,""
"Kerins",177,70,""
"Kirksieck",183,73,""
"Kerlin",149,67,"Acima do peso"
"Kernan",NA,NA,NA
"Kern",184,74,""
"Kernek",170,75,"Acima do peso"
"Kern",185,77,""
"Kerns",188,72,""
"Kerr",175,74,""
"Kerr",155,67,"Acima do peso"
"Kerr",190,70,""
"Kerrigan",205,77,"Peso normal"
"Kerr",158,68,"Acima do peso"
"Kerr",155,71,"Acima do peso"
"Kerr",185,75,""
"Kershaw",225,76,"Peso normal"
"Kershner",165,74,"Acima do peso"
"Kerwin",164,69,"Acima do peso"
"Kessinger",170,73,"Acima do peso"
"Kessinger",185,74,""
"Kessler",144,70,"Acima do peso"
"Kester",190,72,""
"Ketchum",157,68,"Acima do peso"
"Ketchum",170,69,""
"Ketter",NA,67,NA
"Keuchel",205,74,"Peso normal"
"Keupper",185,73,""
"Key",185,73,""
"Keyser",180,73,""
"Khalifa",170,71,""
"Kibbie",150,70,"Acima do peso"
"Kibble",154,69,"Acima do peso"
"Kickham",220,76,"Peso normal"
"Kida",210,75,"Peso normal"
"Kieboom",220,74,"Peso normal"
"Kieboom",210,72,"Peso normal"
"Kiecker",180,75,""
"Kiefer",190,71,""
"Kiefer",175,76,""
"Kiefer",175,73,""
"Kiekhefer",175,72,""
"Kielty",225,73,"Peso normal"
"Kiely",210,75,"Peso normal"
"Kiely",180,74,""
"Kienzle",166,68,""
"Kiermaier",210,73,"Peso normal"
"Kieschnick",225,76,"Peso normal"
"Kieschnick",225,75,"Peso normal"
"Kiger",180,71,""
"Kikuchi",205,72,"Peso normal"
"Kilby",235,73,"Peso normal"
"Kilduff",155,67,"Acima do peso"
"Kile",185,77,""
"Kiley",147,67,"Acima do peso"
"Kilgus",175,73,""
"Kilhullen",175,69,""
"Kilian",180,76,""
"Kilkenny",175,75,""
"Killefer",170,70,""
"Killeen",190,72,""
"Killen",200,73,"Peso normal"
"Killebrew",195,72,""
"Killeen",150,69,"Acima do peso"
"Killefer",175,69,""
"Killian",170,71,""
"Killilay",165,71,"Acima do peso"
"Kilome",175,78,"Acima do peso"
"Kilroy",175,69,""
"Kilroy",180,71,""
"Kimball",240,75,"Peso normal"
"Kimball",160,70,"Acima do peso"
"Kimball",190,74,""
"Kimberlin",175,75,""
"Kimber",165,70,"Acima do peso"
"Kimble",160,69,"Acima do peso"
"Kimbrel",215,71,"Peso normal"
"Kim",176,71,""
"Kime",160,69,"Acima do peso"
"Kim",168,69,""
"Kim",210,74,"Peso normal"
"Kim",195,74,""
"Kimm",175,71,""
"Kimmick",174,71,""
"Kimsey",200,74,"Peso normal"
"Kim",180,74,""
"Kindall",175,74,""
"Kinder",195,72,""
"Kiner-Falefa",190,71,""
"Kiner",195,74,""
"King",190,74,""
"King",175,73,""
"King",200,77,""
"Kingdon",148,68,"Acima do peso"
"Kingery",180,72,""
"King",180,74,""
"Kingery",180,70,""
"King",200,73,"Peso normal"
"Kingham",235,77,"Peso normal"
"King",175,73,""
"King",185,72,""
"King",215,74,"Peso normal"
"King",170,76,"Acima do peso"
"King",150,70,"Acima do peso"
"King",160,68,"Acima do peso"
"King",165,69,"Acima do peso"
"King",176,69,""
"Kingman",200,74,"Peso normal"
"Kingman",210,78,"Peso normal"
"Kingman",165,73,"Acima do peso"
"King",210,75,"Peso normal"
"King",185,78,""
"King",225,73,"Peso normal"
"King",NA,72,NA
"Kingsale",190,75,""
"King",170,72,""
"King",175,69,""
"Kinkade",210,73,"Peso normal"
"Kinley",220,76,"Peso normal"
"Kinloch",NA,NA,NA
"Kinney",175,73,""
"Kinney",220,72,"Peso normal"
"Kinney",220,77,"Peso normal"
"Kinney",186,74,""
"Kinnunen",185,73,""
"Kinsella",165,69,"Acima do peso"
"Kinsella",175,73,""
"Kinsler",NA,NA,NA
"Kinsler",200,72,"Peso normal"
"Kinslow",160,70,"Acima do peso"
"Kintzler",200,70,"Peso normal"
"Kinzer",210,74,"Peso normal"
"Kinzie",161,70,"Acima do peso"
"Kinzy",185,76,""
"Kipnis",200,71,"Peso normal"
"Kipper",200,74,"Peso normal"
"Kippert",180,70,""
"Kipper",190,75,""
"Kipp",200,76,""
"Kirby",175,75,""
"Kirby",215,76,"Peso normal"
"Kirby",175,71,""
"Kirby",172,68,""
"Kirby",185,72,""
"Kirby",185,71,""
"Kircher",180,72,""
"Kirilloff",215,73,"Peso normal"
"Kirk",245,68,"Peso normal"
"Kirk",165,72,"Acima do peso"
"Kirke",195,72,""
"Kirkland",206,73,"Peso normal"
"Kirkman",215,76,"Peso normal"
"Kirkpatrick",195,71,""
"Kirkpatrick",175,70,""
"Kirk",182,70,""
"Kirkwood",175,75,""
"Kirrene",195,74,""
"Kirsch",170,71,""
"Kiser",190,75,""
"Kish",170,69,""
"Kisinger",190,72,""
"Kison",178,76,""
"Kissinger",185,71,""
"Kitsos",165,69,"Acima do peso"
"Kitson",165,71,"Acima do peso"
"Kittle",200,76,""
"Kittredge",230,73,"Peso normal"
"Kittridge",170,67,""
"Kivlehan",211,74,"Peso normal"
"Klaerner",190,71,""
"Klages",185,74,""
"Klassen",175,72,""
"Klaus",160,69,"Acima do peso"
"Klaus",170,70,""
"Klawitter",187,71,""
"Klawitter",190,74,""
"Klee",160,69,"Acima do peso"
"Klein",185,72,""
"Kleine",193,74,""
"Klein",167,71,"Acima do peso"
"Kleinke",170,73,"Acima do peso"
"Klein",255,79,"Peso normal"
"Kleinow",165,70,"Acima do peso"
"Kleinhans",170,72,""
"Klem",157,65,"Acima do peso"
"Klepfer",185,72,""
"Klesko",220,75,"Peso normal"
"Kleven",190,74,""
"Klieman",190,73,""
"Klimchock",180,71,""
"Klimkowski",190,74,""
"Kline",200,75,""
"Kline",179,72,""
"Kline",210,75,"Peso normal"
"Kline",205,75,"Peso normal"
"Kline",200,75,""
"Kline",200,74,"Peso normal"
"Kling",190,72,""
"Klinger",180,72,""
"Kling",160,69,"Acima do peso"
"Klinger",190,72,""
"Kling",178,70,""
"Klingenbeck",205,74,"Peso normal"
"Klink",170,71,""
"Klippstein",173,73,""
"Klobedanz",190,71,""
"Klobosits",254,80,"Peso normal"
"Klopp",180,73,""
"Kloza",180,71,""
"Kluber",215,76,"Peso normal"
"Klugmann",175,71,""
"Klumpp",184,72,""
"Klusman",185,70,""
"Kluszewski",225,74,"Peso normal"
"Kluttz",193,72,""
"Klutts",170,71,""
"Kmak",200,72,"Peso normal"
"Knabe",175,68,""
"Knackert",185,75,""
"Knapp",189,73,""
"Knapp",195,77,""
"Knaupp",165,69,"Acima do peso"
"Knauss",170,70,""
"Knebel",224,75,"Peso normal"
"Knehr",205,74,"Peso normal"
"Kneisch",175,70,""
"Knell",154,67,"Acima do peso"
"Knepper",195,75,""
"Knepper",202,74,"Peso normal"
"Knerr",210,73,"Peso normal"
"Knetzer",180,70,""
"Knicely",190,72,""
"Knickerbocker",185,71,""
"Knickerbocker",170,71,""
"Knight",175,72,""
"Knight",200,72,"Peso normal"
"Knight",NA,NA,NA
"Knight",175,72,""
"Knight",185,71,""
"Knight",180,74,""
"Knight",165,71,"Acima do peso"
"Knight",185,73,""
"Knisely",185,69,""
"Knizner",225,73,"Peso normal"
"Knoblauch",175,69,""
"Knode",160,70,"Acima do peso"
"Knode",160,70,"Acima do peso"
"Knoedler",210,74,"Peso normal"
"Knolls",190,74,""
"Knoll",170,67,""
"Knoop",170,73,"Acima do peso"
"Knorr",205,74,"Peso normal"
"Knothe",180,70,""
"Knothe",165,70,"Acima do peso"
"Knott",188,72,""
"Knotts",235,76,"Peso normal"
"Knott",200,74,"Peso normal"
"Knotts",170,69,""
"Knott",220,75,"Peso normal"
"Knouff",160,NA,NA
"Knodell",148,67,"Acima do peso"
"Knowlton",NA,70,NA
"Knowles",180,72,""
"Knowles",160,69,"Acima do peso"
"Knowlson",178,71,""
"Knox",NA,77,NA
"Knox",178,71,""
"Knox",170,72,""
"Knudson",185,73,""
"Knudsen",185,74,""
"Knudson",215,77,"Peso normal"
"Koback",187,72,""
"Kobayashi",195,72,""
"Kobel",180,72,""
"Kobernus",190,74,""
"Koch",195,76,""
"Koch",140,68,"Acima do peso"
"Koch",218,75,"Peso normal"
"Kocher",188,71,""
"Koch",215,75,"Peso normal"
"Koecher",196,77,""
"Koegel",230,78,"Peso normal"
"Koehler",175,70,""
"Koehler",165,70,"Acima do peso"
"Koehler",235,74,"Peso normal"
"Koelling",187,73,""
"Koenecke",180,71,""
"Koenig",245,77,"Peso normal"
"Koenig",180,72,""
"Koenigsmark",180,76,""
"Koerner",220,74,"Peso normal"
"Koestner",175,73,""
"Kohler",NA,NA,NA
"Kohlman",160,72,"Acima do peso"
"Kohlmeier",195,74,""
"Kohn",200,74,"Peso normal"
"Kokos",170,68,""
"Kolarek",215,75,"Peso normal"
"Kolb",190,73,""
"Kolb",185,76,""
"Kolb",NA,71,NA
"Kolb",194,72,""
"Kolloway",200,75,""
"Kolozsvary",180,68,""
"Kolp",187,70,""
"Kolseth",182,72,""
"Kolstad",190,69,""
"Komatsu",175,70,""
"Komine",175,69,""
"Komiyama",183,72,""
"Kommers",175,72,""
"Komminsk",202,74,"Peso normal"
"Konerko",220,74,"Peso normal"
"Konetchy",195,74,""
"Konieczny",220,76,"Peso normal"
"Konikowski",187,73,""
"Konnick",180,69,""
"Konopka",190,74,""
"Konstanty",202,73,"Peso normal"
"Kontos",225,75,"Peso normal"
"Konuszewski",210,75,"Peso normal"
"Koob",160,70,"Acima do peso"
"Koo",185,73,""
"Koonce",185,73,""
"Koonce",220,76,"Peso normal"
"Koons",174,68,""
"Koosman",205,74,"Peso normal"
"Kopacz",195,73,""
"Kopech",210,75,"Peso normal"
"Kopf",160,69,"Acima do peso"
"Kopf",168,71,"Acima do peso"
"Koplitz",190,70,""
"Koplove",165,72,"Acima do peso"
"Koppe",165,70,"Acima do peso"
"Kopp",158,68,"Acima do peso"
"Kopshaw",176,71,""
"Korcheck",205,73,"Peso normal"
"Korecky",185,71,""
"Kores",167,69,""
"Korince",210,75,"Peso normal"
"Koronka",200,72,"Peso normal"
"Korwan",181,73,""
"Kosco",205,75,"Peso normal"
"Koshansky",230,76,"Peso normal"
"Koshorek",165,64,""
"Koski",185,76,""
"Koskie",215,75,"Peso normal"
"Koslo",180,71,""
"Koslofski",165,68,""
"Kosman",160,69,"Acima do peso"
"Kostal",130,66,"Acima do peso"
"Koster",165,70,"Acima do peso"
"Kostro",190,74,""
"Kotchman",220,75,"Peso normal"
"Kotsay",220,72,"Peso normal"
"Kottaras",200,72,"Peso normal"
"Koufax",210,74,"Peso normal"
"Koukalik",160,68,"Acima do peso"
"Koupal",175,71,""
"Kouzmanoff",210,73,"Peso normal"
"Kowalik",185,71,""
"Kowar",200,77,""
"Kowitz",182,70,""
"Koy",200,72,"Peso normal"
"Kozar",173,69,""
"Kozlowski",220,78,"Peso normal"
"Kozma",190,72,""
"Kracher",185,71,""
"Kraemer",185,74,""
"Kraft",190,72,""
"Krakauskas",203,73,"Peso normal"
"Kralick",180,74,""
"Kraly",152,70,"Acima do peso"
"Kramer",190,74,""
"Kramer",195,72,""
"Kramer",170,74,"Acima do peso"
"Kramer",185,72,""
"Kranepool",205,75,"Peso normal"
"Kranick",220,75,"Peso normal"
"Krapp",165,67,""
"Kratz",250,76,"Peso normal"
"Krause",160,68,"Acima do peso"
"Krause",165,70,"Acima do peso"
"Kraus",190,76,""
"Krausse",167,72,"Acima do peso"
"Krausse",175,72,""
"Krauss",245,74,"Peso normal"
"Kravec",185,74,""
"Kravitz",195,71,""
"Krawczyk",184,73,""
"Kreeger",NA,NA,NA
"Kreevich",168,67,""
"Krehbiel",240,75,"Peso normal"
"Krehmeyer",179,71,""
"Kreidler",208,76,"Peso normal"
"Kreitner",190,75,""
"Kreitz",175,69,""
"Kremer",200,74,"Peso normal"
"Kremers",205,75,"Peso normal"
"Kremer",190,73,""
"Kremmel",175,72,""
"Krenchicki",180,73,""
"Kress",190,72,""
"Kress",165,71,"Acima do peso"
"Kretlow",185,74,""
"Kreuger",185,74,""
"Kreuter",190,74,""
"Kreutzer",175,73,""
"Krichell",150,67,"Acima do peso"
"Krieg",180,68,""
"Krieger",212,75,"Peso normal"
"Kriske",190,75,""
"Krist",175,73,""
"Krivda",180,73,""
"Krizan",185,72,""
"Krock",196,72,""
"Kroeger",230,75,"Peso normal"
"Kroenke",215,74,"Peso normal"
"Kroh",186,74,""
"Krol",210,73,"Peso normal"
"Krol",175,71,""
"Kroll",220,78,"Peso normal"
"Kroner",185,72,""
"Kroon",190,74,""
"Krsnich",190,73,""
"Krsnich",174,73,""
"Krueger",205,77,"Peso normal"
"Krueger",185,70,""
"Krueger",165,67,""
"Krug",200,76,""
"Kruger",190,74,""
"Kruger",185,72,""
"Kruger",195,73,""
"Krug",225,76,"Peso normal"
"Krug",NA,67,NA
"Krug",165,69,"Acima do peso"
"Kruk",170,70,""
"Krukow",205,77,"Peso normal"
"Krumm",145,NA,NA
"Kryhoski",182,74,""
"Krynzel",180,73,""
"Kubek",190,75,""
"Kubel",220,72,"Peso normal"
"Kubenka",191,74,""
"Kubiak",175,72,""
"Kubinski",205,76,"Peso normal"
"Kubiszyn",170,71,""
"Kubitza",210,75,"Peso normal"
"Kubski",185,75,""
"Kucab",185,74,""
"Kucek",200,74,"Peso normal"
"Kucks",170,75,"Acima do peso"
"Kuczek",160,72,"Acima do peso"
"Kuczynski",195,72,""
"Kuehl",175,71,""
"Kuehne",185,68,""
"Kuenn",187,74,""
"Kuhaulua",175,71,""
"Kuhel",180,72,""
"Kuhl",205,75,"Peso normal"
"Kuhn",NA,NA,NA
"Kuhn",182,73,""
"Kuhnel",280,76,"Peso normal"
"Kuhn",175,70,""
"Kuhns",160,69,"Acima do peso"
"Kuhn",162,67,"Acima do peso"
"Kuiper",175,72,""
"Kull",190,74,""
"Kume",195,73,""
"Kunkel",187,73,""
"Kunkel",180,74,""
"Kuntz",190,75,""
"Kunz",170,70,""
"Kunz",260,78,"Peso normal"
"Kuo",240,74,"Peso normal"
"Kuroda",205,73,"Peso normal"
"Kurosaki",160,70,"Acima do peso"
"Kurowski",193,71,""
"Kurtz",205,75,"Peso normal"
"Kusel",165,72,"Acima do peso"
"Kush",185,71,""
"Kusick",210,75,"Peso normal"
"Kusnyer",197,74,""
"Kustus",180,72,""
"Kutcher",170,71,""
"Kutina",205,74,"Peso normal"
"Kutyna",190,72,""
"Kutzler",175,73,""
"Kuwata",185,70,""
"Kuzava",202,74,"Peso normal"
"Kvasnak",170,73,"Acima do peso"
"Kwan",170,69,""
"Kyle",160,68,"Acima do peso"
"Laabs",175,68,""
"Labandeira",180,67,""
"Labine",180,72,""
"Labourt",234,77,"Peso normal"
"Laboy",165,70,"Acima do peso"
"Lacey",210,77,"Peso normal"
"LaChance",183,73,""
"Lachemann",185,72,""
"Lachemann",198,72,"Peso normal"
"Lachowicz",198,75,""
"Lackey",NA,NA,NA
"Lackey",235,78,"Peso normal"
"LaCock",200,74,"Peso normal"
"LaCorte",180,73,""
"LaCoss",185,77,""
"Lacy",170,71,""
"Lacy",195,74,""
"Lacy",175,73,""
"Ladd",180,76,""
"Ladd",228,75,"Peso normal"
"Lade",183,70,""
"Ladendorf",195,71,""
"Ladew",NA,NA,NA
"Ladwig",220,77,"Peso normal"
"Lafata",163,72,"Acima do peso"
"Laffey",190,71,""
"Lafferty",160,70,"Acima do peso"
"Lafitte",188,74,""
"LaForest",210,74,"Peso normal"
"LaForest",165,69,"Acima do peso"
"LaFrancois",215,74,"Peso normal"
"LaFromboise",225,76,"Peso normal"
"Laga",210,74,"Peso normal"
"Lagares",219,74,"Peso normal"
"Lagger",200,75,""
"LaGrow",220,77,"Peso normal"
"LaHair",245,77,"Peso normal"
"Lahoud",198,73,""
"Lahti",180,72,""
"Lail",200,74,"Peso normal"
"Laird",215,73,"Peso normal"
"Laird",230,73,"Peso normal"
"Lajeskie",175,71,""
"Lajoie",195,73,""
"Lake",159,67,"Acima do peso"
"Lake",170,70,""
"Lake",185,72,""
"Lake",230,74,"Peso normal"
"Lakeman",195,74,""
"Laker",185,74,""
"Lake",180,73,""
"Lakins",220,73,"Peso normal"
"Lalli",210,73,"Peso normal"
"Lally",210,71,"Peso normal"
"Lamabe",198,73,""
"LaMacchia",190,70,""
"Lamanske",170,71,""
"LaManna",195,74,""
"Lamanno",185,72,""
"Lamar",185,73,""
"LaMarre",215,73,"Peso normal"
"LaMaster",170,68,""
"Lamb",165,74,"Acima do peso"
"Lambert",205,73,"Peso normal"
"Lambert",185,74,""
"Lambert",175,71,""
"Lambert",190,74,""
"Lambeth",175,72,""
"Lambert",208,74,"Peso normal"
"Lamb",215,75,"Peso normal"
"Lamb",180,75,""
"Lamb",205,76,"Peso normal"
"Lamb",150,67,"Acima do peso"
"Lamb",205,73,"Peso normal"
"Lambo",220,75,"Peso normal"
"Lamb",170,73,"Acima do peso"
"Lamer",170,70,""
"Lamet",228,75,"Peso normal"
"Lamlein",171,71,""
"Lamont",195,73,""
"LaMotte",160,71,"Acima do peso"
"Lampard",197,74,""
"Lamp",200,76,""
"Lampe",175,71,""
"Lampkin",180,71,""
"Lanahan",186,72,""
"Lancaster",200,74,"Peso normal"
"Lance",195,75,""
"Lancellotti",195,75,""
"Land",165,71,"Acima do peso"
"Landenberger",200,75,""
"Landestoy",165,70,"Acima do peso"
"Land",190,72,""
"Landis",178,74,""
"Landis",172,71,""
"Landis",180,73,""
"Landis",NA,NA,NA
"Landrum",185,74,""
"Landrum",165,69,"Acima do peso"
"Landrum",180,72,""
"Landrith",170,70,""
"Landrum",175,71,""
"Landrum",180,71,""
"Landreaux",165,70,"Acima do peso"
"Landreth",175,73,""
"Landrum",175,71,""
"Lane",165,NA,NA
"Lane",178,71,""
"Lane",165,71,"Acima do peso"
"Lane",225,74,"Peso normal"
"Lane",205,72,"Peso normal"
"Lane",180,71,""
"Lanford",155,67,"Acima do peso"
"Lanfranconi",155,67,"Acima do peso"
"Lang",205,76,"Peso normal"
"Lang",175,72,""
"Lange",202,75,"Peso normal"
"Lange",190,73,""
"Lange",185,70,""
"Lange",170,70,""
"Lange",180,71,""
"Langerhans",220,75,"Peso normal"
"Langeliers",205,72,"Peso normal"
"Langford",180,72,""
"Langford",180,72,""
"Lang",160,71,"Acima do peso"
"Langsford",168,67,""
"Langston",177,74,""
"Langwell",220,74,"Peso normal"
"Lanier",180,74,""
"Lanier",180,71,""
"Lanier",150,68,"Acima do peso"
"Lankford",190,74,""
"Lankford",180,71,""
"Lannan",235,76,"Peso normal"
"Lanning",185,73,""
"Lanning",165,69,"Acima do peso"
"Lanning",165,73,"Acima do peso"
"Lansford",195,74,""
"Lansford",225,77,"Peso normal"
"Lansing",185,73,""
"Lansing",175,72,""
